DATE,TIME_M,EX,BID,BIDSIZ,ASK,ASKSIZ,QU_COND,QU_SEQNUM,NATBBO_IND,QU_CANCEL,QU_SOURCE,SYM_ROOT,SYM_SUFFIX
20190102,10:00:00.077989586,N,155.18,2,155.21,1,R,4084415,0,,N,AAPL,
20190102,10:00:00.078103500,N,155.18,2,155.21,2,R,4084416,0,,N,AAPL,
20190102,10:00:00.078111584,N,155.18,2,155.21,6,R,4084417,0,,N,AAPL,
20190102,10:00:00.085834147,X,155.16,4,155.21,6,R,4084452,0,,N,AAPL,
20190102,10:00:00.098155110,V,155.14,2,155.21,1,R,4084563,0,,N,AAPL,
20190102,10:00:00.098839202,V,155.14,2,155.22,2,R,4084566,0,,N,AAPL,
20190102,10:00:00.098915067,P,155.17,2,155.21,5,R,4084567,0,,N,AAPL,
20190102,10:00:00.107917892,Q,155.17,1,155.21,12,R,4084629,0,,N,AAPL,
20190102,10:00:00.108144746,Z,155.17,1,155.21,5,R,4084631,0,,N,AAPL,
20190102,10:00:00.108176685,K,155.16,5,155.21,8,R,4084633,0,,N,AAPL,
20190102,10:00:00.108260427,Z,155.17,1,155.2,4,R,4084637,2,,N,AAPL,
20190102,10:00:00.108261584,Q,155.17,1,155.2,10,R,4084638,2,,N,AAPL,
20190102,10:00:00.108301052,Q,155.17,1,155.2,11,R,4084640,2,,N,AAPL,
20190102,10:00:00.108338408,Z,155.17,1,155.2,5,R,4084641,0,,N,AAPL,
20190102,10:00:00.108345870,Y,155.15,1,155.23,1,R,4084642,0,,N,AAPL,
20190102,10:00:00.108360475,B,155.15,2,155.34,1,R,4084643,0,,N,AAPL,
20190102,10:00:00.108393942,K,155.16,5,155.2,9,R,4084644,0,,N,AAPL,
20190102,10:00:00.108483009,Z,155.17,1,155.19,1,R,4084649,2,,N,AAPL,
20190102,10:00:00.108603421,Y,155.15,1,155.35,1,R,4084650,0,,N,AAPL,
20190102,10:00:00.108620656,J,155.15,1,155.4,1,R,4084651,0,,N,AAPL,
20190102,10:00:00.108682675,Q,155.17,1,155.2,12,R,4084652,0,,N,AAPL,
20190102,10:00:00.108692745,N,155.18,1,155.21,6,R,4084653,2,,N,AAPL,
20190102,10:00:00.108699041,N,155.17,1,155.21,6,R,4084654,2,,N,AAPL,
20190102,10:00:00.108778411,P,155.17,2,155.2,6,R,4084655,0,,N,AAPL,
20190102,10:00:00.108783816,K,155.16,5,155.2,10,R,4084656,0,,N,AAPL,
20190102,10:00:00.108798877,B,155.15,2,155.21,1,R,4084657,0,,N,AAPL,
20190102,10:00:00.108801343,X,155.16,4,155.21,7,R,4084658,0,,N,AAPL,
20190102,10:00:00.108825733,Z,155.16,4,155.19,1,R,4084659,0,,N,AAPL,
20190102,10:00:00.108854481,P,155.17,2,155.2,7,R,4084660,0,,N,AAPL,
20190102,10:00:00.108867487,X,155.16,4,155.2,7,R,4084661,0,,N,AAPL,
20190102,10:00:00.109000874,N,155.17,1,155.2,9,R,4084663,0,,N,AAPL,
20190102,10:00:00.109061762,Q,155.17,1,155.2,11,R,4084666,0,,N,AAPL,
20190102,10:00:00.109076278,P,155.17,1,155.2,7,R,4084667,2,,N,AAPL,
20190102,10:00:00.109121421,P,155.17,1,155.2,8,R,4084668,0,,N,AAPL,
20190102,10:00:00.109122094,K,155.16,5,155.2,9,R,4084669,0,,N,AAPL,
20190102,10:00:00.109141543,N,155.17,1,155.2,10,R,4084672,0,,N,AAPL,
20190102,10:00:00.109176634,Z,155.16,4,155.19,3,R,4084674,2,,N,AAPL,
20190102,10:00:00.109180575,N,155.17,1,155.2,11,R,4084675,0,,N,AAPL,
20190102,10:00:00.109252580,Q,155.16,7,155.2,11,R,4084677,2,,N,AAPL,
20190102,10:00:00.109286635,P,155.16,5,155.2,8,R,4084679,2,,N,AAPL,
20190102,10:00:00.109298643,Q,155.16,7,155.19,9,R,4084680,2,,N,AAPL,
20190102,10:00:00.109301241,Q,155.16,6,155.19,9,R,4084681,0,,N,AAPL,
20190102,10:00:00.109316531,X,155.15,2,155.2,7,R,4084684,0,,N,AAPL,
20190102,10:00:00.109340277,N,155.16,5,155.2,11,R,4084686,2,,N,AAPL,
20190102,10:00:00.109340632,X,155.15,5,155.2,7,R,4084687,0,,N,AAPL,
20190102,10:00:00.109365549,Q,155.16,6,155.19,10,R,4084691,4,,N,AAPL,
20190102,10:00:00.109410490,P,155.16,5,155.19,1,R,4084695,0,,N,AAPL,
20190102,10:00:00.109489091,P,155.16,5,155.19,2,R,4084700,0,,N,AAPL,
20190102,10:00:00.109499570,P,155.16,5,155.19,3,R,4084702,0,,N,AAPL,
20190102,10:00:00.109534715,N,155.16,5,155.2,10,R,4084704,0,,N,AAPL,
20190102,10:00:00.109559802,Z,155.16,3,155.19,3,R,4084705,0,,N,AAPL,
20190102,10:00:00.109576892,Q,155.16,6,155.19,11,R,4084706,4,,N,AAPL,
20190102,10:00:00.109596273,Y,155.15,1,155.21,1,R,4084707,0,,N,AAPL,
20190102,10:00:00.109608029,Z,155.16,3,155.19,4,R,4084710,0,,N,AAPL,
20190102,10:00:00.109610798,J,155.15,1,155.21,1,R,4084711,0,,N,AAPL,
20190102,10:00:00.109611155,P,155.16,5,155.19,6,R,4084712,0,,N,AAPL,
20190102,10:00:00.109627458,K,155.16,5,155.19,1,R,4084715,0,,N,AAPL,
20190102,10:00:00.109628992,Q,155.16,1,155.19,11,R,4084716,2,,N,AAPL,
20190102,10:00:00.109681723,K,155.16,5,155.19,2,R,4084722,0,,N,AAPL,
20190102,10:00:00.109726498,N,155.16,5,155.19,9,R,4084725,2,,N,AAPL,
20190102,10:00:00.109776115,K,155.16,5,155.19,5,R,4084728,0,,N,AAPL,
20190102,10:00:00.109800392,P,155.16,5,155.19,3,R,4084729,0,,N,AAPL,
20190102,10:00:00.109838101,C,146.88,1,155.19,1,R,4084731,0,,N,AAPL,
20190102,10:00:00.109860491,C,146.88,1,162.67,1,R,4084732,0,,N,AAPL,
20190102,10:00:00.109868657,C,146.88,1,155.2,1,R,4084733,0,,N,AAPL,
20190102,10:00:00.109966867,P,155.16,5,155.19,4,R,4084740,2,,N,AAPL,
20190102,10:00:00.110015386,N,155.16,5,155.19,10,R,4084743,2,,N,AAPL,
20190102,10:00:00.110141713,N,155.16,5,155.19,11,R,4084749,0,,N,AAPL,
20190102,10:00:00.110206915,P,155.16,5,155.19,6,R,4084751,0,,N,AAPL,
20190102,10:00:00.110234562,V,155.14,2,155.19,1,R,4084752,0,,N,AAPL,
20190102,10:00:00.110253319,V,155.14,2,155.22,1,R,4084753,0,,N,AAPL,
20190102,10:00:00.110690969,N,155.16,5,155.19,10,R,4084763,0,,N,AAPL,
20190102,10:00:00.111047998,V,155.14,2,155.2,1,R,4084768,0,,N,AAPL,
20190102,10:00:00.113217409,P,155.16,5,155.19,6,R,4084778,0,,N,AAPL,
20190102,10:00:00.117564524,C,146.88,1,162.67,1,R,4084825,0,,N,AAPL,
20190102,10:00:00.117655422,P,155.16,5,155.19,4,R,4084826,0,,N,AAPL,
20190102,10:00:00.117672001,Q,155.16,1,155.19,2,R,4084827,2,,N,AAPL,
20190102,10:00:00.117676662,K,155.16,5,155.19,2,R,4084828,0,,N,AAPL,
20190102,10:00:00.117686586,X,155.16,6,155.2,7,R,4084829,2,,N,AAPL,
20190102,10:00:00.117700854,N,155.16,5,155.19,1,R,4084830,2,,N,AAPL,
20190102,10:00:00.117727687,Q,155.16,5,155.19,2,R,4084832,0,,N,AAPL,
20190102,10:00:00.117918806,V,155.14,2,155.22,1,R,4084833,0,,N,AAPL,
20190102,10:00:00.117995094,Z,155.16,3,155.19,3,R,4084834,2,,N,AAPL,
20190102,10:00:00.118003019,Z,155.16,3,155.19,1,R,4084835,0,,N,AAPL,
20190102,10:00:00.118008027,Q,155.16,5,155.19,1,R,4084836,0,,N,AAPL,
20190102,10:00:00.118117918,K,155.16,5,155.19,1,R,4084837,0,,N,AAPL,
20190102,10:00:00.118322459,P,155.16,5,155.19,4,R,4084839,0,,N,AAPL,
20190102,10:00:00.118433488,P,155.16,5,155.19,3,R,4084843,2,,N,AAPL,
20190102,10:00:00.124017415,P,155.16,5,155.19,3,R,4084857,0,,N,AAPL,
20190102,10:00:00.139402866,P,155.16,5,155.19,2,R,4084946,2,,N,AAPL,
20190102,10:00:00.161938451,V,155.16,1,155.22,1,R,4085068,0,,N,AAPL,
20190102,10:00:00.161956301,V,155.16,2,155.22,1,R,4085071,0,,N,AAPL,
20190102,10:00:00.165776690,V,155.16,1,155.22,1,R,4085091,0,,N,AAPL,
20190102,10:00:00.165814652,V,155.15,2,155.22,1,R,4085093,0,,N,AAPL,
20190102,10:00:00.166121557,X,155.15,5,155.2,7,R,4085102,2,,N,AAPL,
20190102,10:00:00.166161278,Q,155.16,1,155.19,1,R,4085103,0,,N,AAPL,
20190102,10:00:00.166748544,P,155.16,5,155.19,2,R,4085134,0,,N,AAPL,
20190102,10:00:00.180774314,Z,155.16,3,155.19,2,R,4085205,0,,N,AAPL,
20190102,10:00:00.180861689,Z,155.16,1,155.19,2,R,4085206,0,,N,AAPL,
20190102,10:00:00.180871787,K,155.15,5,155.19,1,R,4085207,2,,N,AAPL,
20190102,10:00:00.180957593,Z,155.16,1,155.19,4,R,4085208,2,,N,AAPL,
20190102,10:00:00.180968690,Q,155.16,1,155.19,7,R,4085210,2,,N,AAPL,
20190102,10:00:00.180972443,K,155.15,5,155.19,5,R,4085211,0,,N,AAPL,
20190102,10:00:00.181168853,P,155.16,2,155.19,2,R,4085214,0,,N,AAPL,
20190102,10:00:00.181217717,N,155.16,1,155.19,1,R,4085215,2,,N,AAPL,
20190102,10:00:00.181281907,Z,155.16,1,155.18,1,R,4085216,2,,N,AAPL,
20190102,10:00:00.181289325,Z,155.15,4,155.18,1,R,4085217,0,,N,AAPL,
20190102,10:00:00.181363104,Z,155.15,4,155.18,2,R,4085218,2,,N,AAPL,
20190102,10:00:00.181398105,N,155.16,1,155.19,5,R,4085219,0,,N,AAPL,
20190102,10:00:00.181507413,N,155.16,1,155.19,6,R,4085222,0,,N,AAPL,
20190102,10:00:00.181650781,V,155.15,1,155.22,1,R,4085223,0,,N,AAPL,
20190102,10:00:00.181676710,P,155.16,2,155.19,4,R,4085224,0,,N,AAPL,
20190102,10:00:00.181741461,P,155.16,1,155.19,4,R,4085225,2,,N,AAPL,
20190102,10:00:00.181862386,V,155.14,2,155.22,1,R,4085226,0,,N,AAPL,
20190102,10:00:00.181910675,Q,155.16,1,155.18,1,R,4085227,2,,N,AAPL,
20190102,10:00:00.181938381,Z,155.15,4,155.18,3,R,4085228,2,,N,AAPL,
20190102,10:00:00.181941381,Q,155.16,1,155.18,2,R,4085229,0,,N,AAPL,
20190102,10:00:00.181964568,K,155.15,5,155.18,1,R,4085230,0,,N,AAPL,
20190102,10:00:00.182308634,P,155.16,1,155.18,1,R,4085231,0,,N,AAPL,
20190102,10:00:00.182345774,N,155.16,1,155.18,1,R,4085232,2,,N,AAPL,
20190102,10:00:00.182385609,P,155.16,1,155.18,2,R,4085233,0,,N,AAPL,
20190102,10:00:00.182396392,P,155.16,1,155.18,3,R,4085234,0,,N,AAPL,
20190102,10:00:00.185028090,N,155.16,1,155.19,4,R,4085240,0,,N,AAPL,
20190102,10:00:00.185214172,P,155.16,1,155.18,2,R,4085242,0,,N,AAPL,
20190102,10:00:00.185372680,Q,155.16,1,155.18,1,R,4085243,0,,N,AAPL,
20190102,10:00:00.185397628,Q,155.16,1,155.19,6,R,4085244,2,,N,AAPL,
20190102,10:00:00.185434291,Z,155.15,4,155.18,2,R,4085245,2,,N,AAPL,
20190102,10:00:00.185448987,K,155.15,5,155.19,4,R,4085246,0,,N,AAPL,
20190102,10:00:00.185539911,Z,155.15,4,155.18,1,R,4085248,2,,N,AAPL,
20190102,10:00:00.185706721,Z,155.15,4,155.19,3,R,4085249,0,,N,AAPL,
20190102,10:00:00.185782354,Z,155.16,1,155.19,3,R,4085250,0,,N,AAPL,
20190102,10:00:00.185831593,P,155.16,1,155.18,1,R,4085251,4,,N,AAPL,
20190102,10:00:00.185856125,Z,155.16,2,155.19,3,R,4085252,2,,N,AAPL,
20190102,10:00:00.185868671,Z,155.16,6,155.19,3,R,4085253,2,,N,AAPL,
20190102,10:00:00.185938792,Z,155.16,5,155.19,3,R,4085254,2,,N,AAPL,
20190102,10:00:00.185982012,K,155.16,8,155.19,4,R,4085255,2,,N,AAPL,
20190102,10:00:00.186082378,P,155.16,2,155.18,1,R,4085256,0,,N,AAPL,
20190102,10:00:00.186234823,P,155.16,5,155.18,1,R,4085257,0,,N,AAPL,
20190102,10:00:00.186291506,N,155.16,5,155.19,4,R,4085258,0,,N,AAPL,
20190102,10:00:00.188332842,K,155.16,1,155.19,4,R,4085265,2,,N,AAPL,
20190102,10:00:00.188396563,Z,155.16,4,155.19,3,R,4085266,2,,N,AAPL,
20190102,10:00:00.188445581,Z,155.16,4,155.18,1,R,4085268,0,,N,AAPL,
20190102,10:00:00.188489075,Z,155.15,4,155.18,1,R,4085269,0,,N,AAPL,
20190102,10:00:00.188495161,Z,155.15,2,155.18,1,R,4085270,0,,N,AAPL,
20190102,10:00:00.188502674,K,155.15,5,155.19,4,R,4085271,0,,N,AAPL,
20190102,10:00:00.188513393,K,155.15,1,155.19,4,R,4085273,0,,N,AAPL,
20190102,10:00:00.188536972,Z,155.15,2,155.18,6,R,4085274,2,,N,AAPL,
20190102,10:00:00.188542500,Z,155.15,2,155.18,5,R,4085275,2,,N,AAPL,
20190102,10:00:00.188569531,Z,155.15,3,155.18,5,R,4085276,0,,N,AAPL,
20190102,10:00:00.188701303,P,155.16,4,155.18,1,R,4085281,2,,N,AAPL,
20190102,10:00:00.188811064,P,155.16,3,155.18,1,R,4085283,0,,N,AAPL,
20190102,10:00:00.188868028,N,155.16,5,155.19,5,R,4085284,0,,N,AAPL,
20190102,10:00:00.189047742,P,155.15,4,155.18,1,R,4085287,0,,N,AAPL,
20190102,10:00:00.189078076,N,155.16,1,155.19,5,R,4085288,2,,N,AAPL,
20190102,10:00:00.206130681,Z,155.15,3,155.18,3,R,4085431,2,,N,AAPL,
20190102,10:00:00.206212504,Z,155.16,1,155.18,3,R,4085434,0,,N,AAPL,
20190102,10:00:00.206320687,Z,155.16,1,155.19,3,R,4085439,2,,N,AAPL,
20190102,10:00:00.206471890,P,155.15,4,155.19,4,R,4085442,2,,N,AAPL,
20190102,10:00:00.206515535,P,155.16,1,155.19,4,R,4085443,0,,N,AAPL,
20190102,10:00:00.206533761,P,155.16,2,155.19,4,R,4085444,2,,N,AAPL,
20190102,10:00:00.206546930,P,155.16,3,155.19,4,R,4085445,2,,N,AAPL,
20190102,10:00:00.206583108,P,155.16,4,155.19,4,R,4085446,2,,N,AAPL,
20190102,10:00:00.206593452,P,155.16,5,155.19,4,R,4085447,2,,N,AAPL,
20190102,10:00:00.206600428,Q,155.16,7,155.19,6,R,4085448,4,,N,AAPL,
20190102,10:00:00.206611721,P,155.16,4,155.19,4,R,4085449,0,,N,AAPL,
20190102,10:00:00.207197372,P,155.16,4,155.19,4,R,4085456,0,,N,AAPL,
20190102,10:00:00.207237211,P,155.16,4,155.19,4,R,4085457,0,,N,AAPL,
20190102,10:00:00.209038066,Q,155.16,1,155.19,6,R,4085468,2,,N,AAPL,
20190102,10:00:00.209041562,P,155.16,3,155.19,4,R,4085469,2,,N,AAPL,
20190102,10:00:00.209113397,P,155.16,3,155.19,4,R,4085470,0,,N,AAPL,
20190102,10:00:00.210693022,Q,155.15,7,155.19,6,R,4085478,0,,N,AAPL,
20190102,10:00:00.211146249,N,155.15,7,155.19,5,R,4085481,0,,N,AAPL,
20190102,10:00:00.211253908,N,155.15,7,155.19,6,R,4085483,0,,N,AAPL,
20190102,10:00:00.211275057,P,155.16,2,155.19,4,R,4085484,2,,N,AAPL,
20190102,10:00:00.212543254,P,155.16,3,155.19,4,R,4085500,2,,N,AAPL,
20190102,10:00:00.212653838,N,155.15,7,155.19,5,R,4085503,0,,N,AAPL,
20190102,10:00:00.213027031,P,155.16,2,155.19,4,R,4085506,2,,N,AAPL,
20190102,10:00:00.213088392,P,155.16,1,155.19,4,R,4085507,2,,N,AAPL,
20190102,10:00:00.213154702,P,155.16,2,155.19,4,R,4085509,2,,N,AAPL,
20190102,10:00:00.217930884,P,155.16,1,155.19,4,R,4085523,2,,N,AAPL,
20190102,10:00:00.220122786,P,155.16,2,155.19,4,R,4085530,2,,N,AAPL,
20190102,10:00:00.234688201,X,155.15,5,155.2,4,R,4085618,0,,N,AAPL,
20190102,10:00:00.236553118,P,155.16,1,155.19,4,R,4085624,2,,N,AAPL,
20190102,10:00:00.250199892,P,155.16,1,155.19,2,R,4085675,0,,N,AAPL,
20190102,10:00:00.250236558,N,155.15,7,155.19,1,R,4085676,0,,N,AAPL,
20190102,10:00:00.276672810,P,155.15,4,155.19,2,R,4085911,0,,N,AAPL,
20190102,10:00:00.277274177,V,155.14,2,155.19,1,R,4085931,0,,N,AAPL,
20190102,10:00:00.277373233,V,155.14,2,179.53,1,R,4085936,0,,N,AAPL,
20190102,10:00:00.278095926,V,155.14,2,155.2,1,R,4085952,0,,N,AAPL,
20190102,10:00:00.278669205,V,155.14,2,155.19,1,R,4085964,0,,N,AAPL,
20190102,10:00:00.284589969,V,155.14,2,155.2,1,R,4085989,0,,N,AAPL,
20190102,10:00:00.284613903,V,155.14,2,155.19,1,R,4085990,0,,N,AAPL,
20190102,10:00:00.288924846,Z,155.15,3,155.19,3,R,4086008,2,,N,AAPL,
20190102,10:00:00.288968067,C,146.88,1,155.19,1,R,4086009,0,,N,AAPL,
20190102,10:00:00.288978224,C,146.88,1,155.19,2,R,4086011,0,,N,AAPL,
20190102,10:00:00.289018562,V,155.14,2,155.19,2,R,4086015,0,,N,AAPL,
20190102,10:00:00.289028031,B,155.01,1,155.21,1,R,4086017,0,,N,AAPL,
20190102,10:00:00.289038372,Y,155.15,1,155.21,1,R,4086019,0,,N,AAPL,
20190102,10:00:00.289044250,Z,155.15,2,155.18,1,R,4086020,2,,N,AAPL,
20190102,10:00:00.289109423,X,155.15,2,155.2,4,R,4086021,0,,N,AAPL,
20190102,10:00:00.289115916,Z,155.15,1,155.18,1,R,4086022,0,,N,AAPL,
20190102,10:00:00.289127609,Z,155.15,1,155.18,2,R,4086023,2,,N,AAPL,
20190102,10:00:00.289129448,Y,155.15,1,155.21,1,R,4086024,0,,N,AAPL,
20190102,10:00:00.289134621,J,154.98,1,155.21,1,R,4086025,0,,N,AAPL,
20190102,10:00:00.289134983,Z,155.15,1,155.18,3,R,4086026,2,,N,AAPL,
20190102,10:00:00.289142198,Z,155.15,1,155.18,5,R,4086028,2,,N,AAPL,
20190102,10:00:00.289144182,X,155.14,4,155.2,4,R,4086029,0,,N,AAPL,
20190102,10:00:00.289166281,Q,155.15,7,155.18,4,R,4086030,2,,N,AAPL,
20190102,10:00:00.289236878,Q,155.15,2,155.18,4,R,4086031,0,,N,AAPL,
20190102,10:00:00.289244518,Y,155.05,1,155.21,1,R,4086032,0,,N,AAPL,
20190102,10:00:00.289262661,B,155.13,1,155.21,1,R,4086034,0,,N,AAPL,
20190102,10:00:00.289323677,P,155.15,4,155.19,5,R,4086036,0,,N,AAPL,
20190102,10:00:00.289389930,N,155.15,7,155.19,5,R,4086037,0,,N,AAPL,
20190102,10:00:00.289398693,Y,155.05,1,155.21,1,R,4086038,0,,N,AAPL,
20190102,10:00:00.289424600,K,155.15,1,155.19,4,R,4086039,0,,N,AAPL,
20190102,10:00:00.289482465,Z,155.15,1,155.18,5,R,4086040,0,,N,AAPL,
20190102,10:00:00.289494466,Z,155.14,2,155.18,5,R,4086041,0,,N,AAPL,
20190102,10:00:00.289536333,K,155.15,1,155.18,5,R,4086042,0,,N,AAPL,
20190102,10:00:00.289550571,Z,155.14,1,155.18,5,R,4086043,0,,N,AAPL,
20190102,10:00:00.289566062,Y,155.05,1,155.21,1,R,4086044,0,,N,AAPL,
20190102,10:00:00.289599947,N,155.15,7,155.19,6,R,4086045,0,,N,AAPL,
20190102,10:00:00.289621326,Y,155.12,1,155.21,1,R,4086046,0,,N,AAPL,
20190102,10:00:00.289628333,P,155.15,3,155.19,5,R,4086047,0,,N,AAPL,
20190102,10:00:00.289635911,J,155.12,1,155.21,1,R,4086048,0,,N,AAPL,
20190102,10:00:00.289639499,P,155.15,3,155.18,5,R,4086049,0,,N,AAPL,
20190102,10:00:00.289719300,N,155.15,1,155.19,6,R,4086051,2,,N,AAPL,
20190102,10:00:00.289721528,P,155.15,3,155.18,6,R,4086052,4,,N,AAPL,
20190102,10:00:00.289770869,P,155.15,1,155.18,6,R,4086053,2,,N,AAPL,
20190102,10:00:00.289820571,N,155.15,1,155.18,10,R,4086055,2,,N,AAPL,
20190102,10:00:00.290400633,V,155.14,2,155.18,1,R,4086058,0,,N,AAPL,
20190102,10:00:00.290884196,P,155.15,1,155.18,6,R,4086062,0,,N,AAPL,
20190102,10:00:00.302354808,V,155.14,2,155.19,2,R,4086144,0,,N,AAPL,
20190102,10:00:00.313456410,Y,155.12,1,155.21,1,R,4086639,0,,N,AAPL,
20190102,10:00:00.313573671,P,155.15,2,155.18,6,R,4086644,0,,N,AAPL,
20190102,10:00:00.313606358,P,155.15,1,155.18,6,R,4086646,0,,N,AAPL,
20190102,10:00:00.318858993,P,155.14,5,155.18,6,R,4086680,0,,N,AAPL,
20190102,10:00:00.319377798,Z,155.14,1,155.18,5,R,4086683,0,,N,AAPL,
20190102,10:00:00.319383388,Y,155.12,1,155.21,1,R,4086684,0,,N,AAPL,
20190102,10:00:00.319410563,K,155.15,1,155.18,5,R,4086685,0,,N,AAPL,
20190102,10:00:00.339907798,C,146.88,1,155.18,1,R,4086748,0,,N,AAPL,
20190102,10:00:00.340021555,C,146.88,1,155.19,1,R,4086749,0,,N,AAPL,
20190102,10:00:00.340031546,C,146.88,1,155.19,2,R,4086750,0,,N,AAPL,
20190102,10:00:00.340335074,V,155.14,2,155.18,1,R,4086751,0,,N,AAPL,
20190102,10:00:00.342087253,V,155.14,2,155.19,2,R,4086753,0,,N,AAPL,
20190102,10:00:00.365696396,V,155.14,2,155.18,1,R,4086812,0,,N,AAPL,
20190102,10:00:00.374640992,Q,155.14,6,155.18,4,R,4086923,2,,N,AAPL,
20190102,10:00:00.374817997,K,155.12,1,155.18,5,R,4086927,2,,N,AAPL,
20190102,10:00:00.374924595,Y,155.12,1,155.21,1,R,4086928,0,,N,AAPL,
20190102,10:00:00.374937068,K,155.12,1,155.18,5,R,4086929,0,,N,AAPL,
20190102,10:00:00.375186475,C,146.88,1,155.18,1,R,4086933,0,,N,AAPL,
20190102,10:00:00.375224268,N,155.14,6,155.18,10,R,4086934,2,,N,AAPL,
20190102,10:00:00.375389752,V,155.14,2,155.18,2,R,4086940,0,,N,AAPL,
20190102,10:00:00.376546410,X,155.13,1,155.2,4,R,4086976,0,,N,AAPL,
20190102,10:00:00.376583307,Q,155.14,1,155.18,4,R,4086977,2,,N,AAPL,
20190102,10:00:00.376598417,X,155.13,4,155.2,4,R,4086978,0,,N,AAPL,
20190102,10:00:00.376623864,Q,155.13,6,155.18,4,R,4086979,0,,N,AAPL,
20190102,10:00:00.376817160,P,155.14,4,155.18,6,R,4086981,0,,N,AAPL,
20190102,10:00:00.376986917,C,146.88,1,155.18,2,R,4086984,0,,N,AAPL,
20190102,10:00:00.377059419,P,155.14,1,155.18,6,R,4086985,0,,N,AAPL,
20190102,10:00:00.377102696,N,155.14,1,155.18,10,R,4086986,2,,N,AAPL,
20190102,10:00:00.378144109,Q,155.14,10,155.18,4,R,4086995,2,,N,AAPL,
20190102,10:00:00.378179294,Q,155.14,11,155.18,4,R,4086996,2,,N,AAPL,
20190102,10:00:00.378182550,X,155.14,7,155.2,4,R,4086997,0,,N,AAPL,
20190102,10:00:00.378216518,Q,155.14,10,155.18,4,R,4086998,2,,N,AAPL,
20190102,10:00:00.378500248,K,155.14,1,155.18,5,R,4086999,0,,N,AAPL,
20190102,10:00:00.378510834,K,155.12,1,155.18,5,R,4087000,0,,N,AAPL,
20190102,10:00:00.378724515,C,146.88,1,155.18,1,R,4087005,0,,N,AAPL,
20190102,10:00:00.378753618,C,146.88,1,155.19,1,R,4087006,0,,N,AAPL,
20190102,10:00:00.378764406,C,146.88,1,155.19,2,R,4087007,0,,N,AAPL,
20190102,10:00:00.378823628,P,155.14,4,155.18,6,R,4087009,0,,N,AAPL,
20190102,10:00:00.378834296,P,155.14,4,155.18,6,R,4087010,0,,N,AAPL,
20190102,10:00:00.378868242,N,155.14,5,155.18,10,R,4087011,0,,N,AAPL,
20190102,10:00:00.378890796,P,155.14,5,155.18,6,R,4087012,0,,N,AAPL,
20190102,10:00:00.378978140,N,155.14,6,155.18,10,R,4087016,0,,N,AAPL,
20190102,10:00:00.379317888,V,155.14,2,155.18,1,R,4087024,0,,N,AAPL,
20190102,10:00:00.379361904,V,155.14,2,155.19,2,R,4087026,0,,N,AAPL,
20190102,10:00:00.381057336,Y,155.12,1,155.21,1,R,4087035,0,,N,AAPL,
20190102,10:00:00.386340022,N,155.14,5,155.18,10,R,4087045,0,,N,AAPL,
20190102,10:00:00.387633096,Z,155.12,2,155.18,5,R,4087057,0,,N,AAPL,
20190102,10:00:00.387741184,Y,155.12,1,155.21,1,R,4087062,0,,N,AAPL,
20190102,10:00:00.388004237,C,146.88,1,155.18,1,R,4087070,0,,N,AAPL,
20190102,10:00:00.388005134,P,155.14,4,155.18,6,R,4087071,0,,N,AAPL,
20190102,10:00:00.388007282,X,155.13,4,155.2,4,R,4087072,0,,N,AAPL,
20190102,10:00:00.388014523,C,146.88,1,155.18,2,R,4087073,0,,N,AAPL,
